Match Number,Round Number,Date,Location,Home Team,Away Team,Result
667,13,18/01/2023 02:00,Ball Arena,Denver Nuggets,Portland Trail Blazers,122 - 113
668,13,18/01/2023 03:00,Crypto.com Arena,LA Clippers,Philadelphia 76ers,110 - 120
669,13,19/01/2023 00:30,Madison Square Garden,New York Knicks,Washington Wizards,105 - 116
670,13,19/01/2023 00:30,American Airlines Center,Dallas Mavericks,Atlanta Hawks,122 - 130
671,13,19/01/2023 01:00,Toyota Center,Houston Rockets,Charlotte Hornets,117 - 122
672,13,19/01/2023 01:00,FedExForum,Memphis Grizzlies,Cleveland Cavaliers,115 - 114
673,13,19/01/2023 01:00,Smoothie King Center,New Orleans Pelicans,Miami Heat,98 - 124
674,13,19/01/2023 01:00,Paycom Center,Oklahoma City Thunder,Indiana Pacers,126 - 106
675,13,19/01/2023 02:00,Vivint Arena,Utah Jazz,LA Clippers,126 - 103
676,13,19/01/2023 03:00,Ball Arena,Denver Nuggets,Minnesota Timberwolves,122 - 118
677,13,19/01/2023 03:30,Crypto.com Arena,Los Angeles Lakers,Sacramento Kings,111 - 116
678,14,19/01/2023 20:00,Accor Arena,Detroit Pistons,Chicago Bulls,108 - 126
679,14,20/01/2023 00:30,TD Garden,Boston Celtics,Golden State Warriors,121 - 118
680,14,20/01/2023 01:00,Target Center,Minnesota Timberwolves,Toronto Raptors,128 - 126
681,14,20/01/2023 03:00,Footprint Center,Phoenix Suns,Brooklyn Nets,117 - 112
682,14,20/01/2023 03:00,Moda Center,Portland Trail Blazers,Philadelphia 76ers,95 - 105
683,14,21/01/2023 00:00,Amway Center,Orlando Magic,New Orleans Pelicans,123 - 110
684,14,21/01/2023 00:30,State Farm Arena,Atlanta Hawks,New York Knicks,139 - 124
685,14,21/01/2023 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Golden State Warriors,114 - 120
686,14,21/01/2023 00:30,American Airlines Center,Dallas Mavericks,Miami Heat,115 - 90
687,14,21/01/2023 01:00,AT&T Center,San Antonio Spurs,LA Clippers,126 - 131
688,14,21/01/2023 02:00,Ball Arena,Denver Nuggets,Indiana Pacers,134 - 111
689,14,21/01/2023 02:00,Vivint Arena,Utah Jazz,Brooklyn Nets,106 - 117
690,14,21/01/2023 03:00,Crypto.com Arena,Los Angeles Lakers,Memphis Grizzlies,122 - 121
691,14,21/01/2023 03:00,Golden 1 Center,Sacramento Kings,Oklahoma City Thunder,118 - 113
692,14,21/01/2023 22:00,Scotiabank Arena,Toronto Raptors,Boston Celtics,104 - 106
693,14,22/01/2023 00:00,Capital One Arena,Washington Wizards,Orlando Magic,138 - 118
694,14,22/01/2023 00:30,State Farm Arena,Atlanta Hawks,Charlotte Hornets,118 - 122
695,14,22/01/2023 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Milwaukee Bucks,114 - 102
696,14,22/01/2023 01:00,Target Center,Minnesota Timberwolves,Houston Rockets,113 - 104
697,14,22/01/2023 02:00,Footprint Center,Phoenix Suns,Indiana Pacers,112 - 107
698,14,22/01/2023 03:00,Golden 1 Center,Sacramento Kings,Philadelphia 76ers,127 - 129
701,14,22/01/2023 19:30,American Airlines Center,Dallas Mavericks,LA Clippers,98 - 112
699,14,22/01/2023 20:30,Miami-Dade Arena,Miami Heat,New Orleans Pelicans,100 - 96
700,14,22/01/2023 23:00,Scotiabank Arena,Toronto Raptors,New York Knicks,125 - 116
702,14,23/01/2023 01:00,Ball Arena,Denver Nuggets,Oklahoma City Thunder,99 - 101
703,14,23/01/2023 01:00,Footprint Center,Phoenix Suns,Memphis Grizzlies,112 - 110
704,14,23/01/2023 01:30,Chase Center,Golden State Warriors,Brooklyn Nets,116 - 120
705,14,23/01/2023 02:00,Moda Center,Portland Trail Blazers,Los Angeles Lakers,112 - 121
706,14,24/01/2023 00:00,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,130 - 150
707,14,24/01/2023 00:00,Amway Center,Orlando Magic,Boston Celtics,113 - 98
708,14,24/01/2023 01:00,United Center,Chicago Bulls,Atlanta Hawks,111 - 100
709,14,24/01/2023 01:00,Toyota Center,Houston Rockets,Minnesota Timberwolves,119 - 114
710,14,24/01/2023 02:00,Vivint Arena,Utah Jazz,Charlotte Hornets,120 - 102
711,14,24/01/2023 03:00,Moda Center,Portland Trail Blazers,San Antonio Spurs,147 - 127
712,14,24/01/2023 03:30,Golden 1 Center,Sacramento Kings,Memphis Grizzlies,133 - 100
713,14,25/01/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Chicago Bulls,116 - 110
714,14,25/01/2023 00:30,Miami-Dade Arena,Miami Heat,Boston Celtics,98 - 95
715,14,25/01/2023 00:30,Madison Square Garden,New York Knicks,Cleveland Cavaliers,105 - 103
716,14,25/01/2023 01:00,Smoothie King Center,New Orleans Pelicans,Denver Nuggets,98 - 99
717,14,25/01/2023 01:30,American Airlines Center,Dallas Mavericks,Washington Wizards,126 - 127
718,14,25/01/2023 02:00,Footprint Center,Phoenix Suns,Charlotte Hornets,128 - 97
719,14,25/01/2023 03:00,Crypto.com Arena,Los Angeles Lakers,LA Clippers,115 - 133
720,14,26/01/2023 00:00,Amway Center,Orlando Magic,Indiana Pacers,126 - 120
721,14,26/01/2023 00:30,Wells Fargo Center,Philadelphia 76ers,Brooklyn Nets,137 - 133
722,14,26/01/2023 01:00,Toyota Center,Houston Rockets,Washington Wizards,103 - 108
723,14,26/01/2023 01:00,Fiserv Forum,Milwaukee Bucks,Denver Nuggets,107 - 99
724,14,26/01/2023 01:00,Smoothie King Center,New Orleans Pelicans,Minnesota Timberwolves,102 - 111
725,14,26/01/2023 01:00,Paycom Center,Oklahoma City Thunder,Atlanta Hawks,132 - 137
726,14,26/01/2023 03:00,Chase Center,Golden State Warriors,Memphis Grizzlies,122 - 120
727,14,26/01/2023 03:00,Moda Center,Portland Trail Blazers,Utah Jazz,134 - 124
728,14,26/01/2023 03:00,Golden 1 Center,Sacramento Kings,Toronto Raptors,95 - 113
729,14,26/01/2023 03:30,Crypto.com Arena,Los Angeles Lakers,San Antonio Spurs,113 - 104
730,15,27/01/2023 00:30,TD Garden,Boston Celtics,New York Knicks,117 - 120
731,15,27/01/2023 00:30,Barclays Center,Brooklyn Nets,Detroit Pistons,122 - 130
732,15,27/01/2023 00:30,Spectrum Center,Charlotte Hornets,Chicago Bulls,111 - 96
733,15,27/01/2023 01:00,Toyota Center,Houston Rockets,Cleveland Cavaliers,95 - 113
734,15,27/01/2023 03:00,Footprint Center,Phoenix Suns,Dallas Mavericks,95 - 99
735,15,27/01/2023 03:30,Crypto.com Arena,LA Clippers,San Antonio Spurs,138 - 100
736,15,28/01/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Milwaukee Bucks,131 - 141
737,15,28/01/2023 00:30,Target Center,Minnesota Timberwolves,Memphis Grizzlies,111 - 100
738,15,28/01/2023 01:00,Miami-Dade Arena,Miami Heat,Orlando Magic,110 - 105
739,15,28/01/2023 01:00,Paycom Center,Oklahoma City Thunder,Cleveland Cavaliers,112 - 100
740,15,28/01/2023 03:00,Chase Center,Golden State Warriors,Toronto Raptors,129 - 117
741,15,28/01/2023 20:00,Wells Fargo Center,Philadelphia 76ers,Denver Nuggets,126 - 119
742,15,28/01/2023 22:30,Barclays Center,Brooklyn Nets,New York Knicks,122 - 115
743,15,29/01/2023 00:00,Little Caesars Arena,Detroit Pistons,Houston Rockets,114 - 117
744,15,29/01/2023 00:00,Amway Center,Orlando Magic,Chicago Bulls,109 - 128
745,15,29/01/2023 00:30,State Farm Arena,Atlanta Hawks,LA Clippers,113 - 120
746,15,29/01/2023 01:00,Target Center,Minnesota Timberwolves,Sacramento Kings,117 - 110
747,15,29/01/2023 01:00,Smoothie King Center,New Orleans Pelicans,Washington Wizards,103 - 113
748,15,29/01/2023 01:00,AT&T Center,San Antonio Spurs,Phoenix Suns,118 - 128
749,15,29/01/2023 01:30,TD Garden,Boston Celtics,Los Angeles Lakers,125 - 121
750,15,29/01/2023 02:00,Vivint Arena,Utah Jazz,Dallas Mavericks,108 - 100
751,15,29/01/2023 03:00,Moda Center,Portland Trail Blazers,Toronto Raptors,105 - 123
752,15,29/01/2023 18:00,Spectrum Center,Charlotte Hornets,Miami Heat,122 - 117
753,15,29/01/2023 23:00,FedExForum,Memphis Grizzlies,Indiana Pacers,112 - 100
754,15,30/01/2023 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,LA Clippers,122 - 99
755,15,30/01/2023 01:00,Fiserv Forum,Milwaukee Bucks,New Orleans Pelicans,135 - 110
756,15,31/01/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,109 - 119
757,15,31/01/2023 00:30,Barclays Center,Brooklyn Nets,Los Angeles Lakers,121 - 104
758,15,31/01/2023 01:00,Target Center,Minnesota Timberwolves,Sacramento Kings,111 - 118
759,15,31/01/2023 01:00,Paycom Center,Oklahoma City Thunder,Golden State Warriors,120 - 128
760,15,31/01/2023 01:00,AT&T Center,San Antonio Spurs,Washington Wizards,106 - 127
761,15,31/01/2023 01:30,American Airlines Center,Dallas Mavericks,Detroit Pistons,111 - 105
762,15,31/01/2023 02:00,Footprint Center,Phoenix Suns,Toronto Raptors,114 - 106
763,15,31/01/2023 03:00,Moda Center,Portland Trail Blazers,Atlanta Hawks,129 - 125
764,15,01/02/2023 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Miami Heat,97 - 100
765,15,01/02/2023 00:30,Madison Square Garden,New York Knicks,Los Angeles Lakers,123 - 129
766,15,01/02/2023 01:00,United Center,Chicago Bulls,LA Clippers,103 - 108
767,15,01/02/2023 01:00,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,124 - 115
768,15,01/02/2023 03:00,Ball Arena,Denver Nuggets,New Orleans Pelicans,122 - 113
769,15,02/02/2023 00:00,Little Caesars Arena,Detroit Pistons,Washington Wizards,
770,15,02/02/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Orlando Magic,105 - 94
771,15,02/02/2023 00:00,FedExForum,Memphis Grizzlies,Portland Trail Blazers,112 - 122
772,15,02/02/2023 00:30,TD Garden,Boston Celtics,Brooklyn Nets,139 - 96
773,15,02/02/2023 01:00,Toyota Center,Houston Rockets,Oklahoma City Thunder,112 - 106
774,15,02/02/2023 01:00,Target Center,Minnesota Timberwolves,Golden State Warriors,119 - 114
775,15,02/02/2023 01:00,AT&T Center,San Antonio Spurs,Sacramento Kings,109 - 119
776,15,02/02/2023 02:00,Vivint Arena,Utah Jazz,Toronto Raptors,131 - 128
777,15,02/02/2023 03:00,Footprint Center,Phoenix Suns,Atlanta Hawks,100 - 132
778,16,03/02/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Los Angeles Lakers,111 - 112
779,16,03/02/2023 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Memphis Grizzlies,128 - 113
780,16,03/02/2023 00:30,Madison Square Garden,New York Knicks,Miami Heat,106 - 104
781,16,03/02/2023 01:00,United Center,Chicago Bulls,Charlotte Hornets,114 - 98
782,16,03/02/2023 01:30,American Airlines Center,Dallas Mavericks,New Orleans Pelicans,111 - 106
783,16,03/02/2023 02:00,Ball Arena,Denver Nuggets,Golden State Warriors,134 - 117
784,16,03/02/2023 03:00,Fiserv Forum,Milwaukee Bucks,LA Clippers,106 - 105
785,16,04/02/2023 00:00,Little Caesars Arena,Detroit Pistons,Charlotte Hornets,118 - 112
786,16,04/02/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Sacramento Kings,107 - 104
787,16,04/02/2023 00:00,Capital One Arena,Washington Wizards,Portland Trail Blazers,116 - 124
788,16,04/02/2023 00:30,TD Garden,Boston Celtics,Phoenix Suns,94 - 106
789,16,04/02/2023 01:00,Toyota Center,Houston Rockets,Toronto Raptors,111 - 117
790,16,04/02/2023 01:00,Target Center,Minnesota Timberwolves,Orlando Magic,120 - 127
791,16,04/02/2023 01:00,AT&T Center,San Antonio Spurs,Philadelphia 76ers,125 - 137
792,16,04/02/2023 02:00,Vivint Arena,Utah Jazz,Atlanta Hawks,108 - 115
793,16,04/02/2023 23:00,Barclays Center,Brooklyn Nets,Washington Wizards,125 - 123
794,16,05/02/2023 00:00,Little Caesars Arena,Detroit Pistons,Phoenix Suns,100 - 116
795,16,05/02/2023 00:00,Madison Square Garden,New York Knicks,LA Clippers,128 - 134
796,16,05/02/2023 01:00,United Center,Chicago Bulls,Portland Trail Blazers,129 - 121
797,16,05/02/2023 01:00,Fiserv Forum,Milwaukee Bucks,Miami Heat,123 - 115
798,16,05/02/2023 01:00,Smoothie King Center,New Orleans Pelicans,Los Angeles Lakers,131 - 126
799,16,05/02/2023 01:00,Paycom Center,Oklahoma City Thunder,Houston Rockets,153 - 121
800,16,05/02/2023 01:30,Chase Center,Golden State Warriors,Dallas Mavericks,119 - 113
801,16,05/02/2023 02:00,Ball Arena,Denver Nuggets,Atlanta Hawks,128 - 108
802,16,05/02/2023 18:00,Spectrum Center,Charlotte Hornets,Orlando Magic,113 - 119
803,16,05/02/2023 22:00,Gainbridge Fieldhouse,Indiana Pacers,Cleveland Cavaliers,103 - 122
804,16,05/02/2023 23:00,Madison Square Garden,New York Knicks,Philadelphia 76ers,108 - 97
805,16,05/02/2023 23:00,FedExForum,Memphis Grizzlies,Toronto Raptors,103 - 106
806,16,06/02/2023 00:00,Target Center,Minnesota Timberwolves,Denver Nuggets,128 - 98
807,16,06/02/2023 00:00,Smoothie King Center,New Orleans Pelicans,Sacramento Kings,136 - 104
808,16,07/02/2023 00:00,Little Caesars Arena,Detroit Pistons,Boston Celtics,99 - 111
809,16,07/02/2023 00:00,Capital One Arena,Washington Wizards,Cleveland Cavaliers,91 - 114
810,16,07/02/2023 00:30,Barclays Center,Brooklyn Nets,LA Clippers,116 - 124
811,16,07/02/2023 01:00,United Center,Chicago Bulls,San Antonio Spurs,128 - 104
812,16,07/02/2023 01:00,Toyota Center,Houston Rockets,Sacramento Kings,120 - 140
813,16,07/02/2023 02:00,Vivint Arena,Utah Jazz,Dallas Mavericks,111 - 124
814,16,07/02/2023 03:00,Chase Center,Golden State Warriors,Oklahoma City Thunder,141 - 114
815,16,07/02/2023 03:00,Moda Center,Portland Trail Blazers,Milwaukee Bucks,108 - 127
816,16,08/02/2023 00:00,Amway Center,Orlando Magic,New York Knicks,98 - 102
817,16,08/02/2023 00:30,Barclays Center,Brooklyn Nets,Phoenix Suns,112 - 116
818,16,08/02/2023 00:30,Smoothie King Center,New Orleans Pelicans,Atlanta Hawks,116 - 107
819,16,08/02/2023 01:00,FedExForum,Memphis Grizzlies,Chicago Bulls,104 - 89
820,16,08/02/2023 03:00,Ball Arena,Denver Nuggets,Minnesota Timberwolves,146 - 112
821,16,08/02/2023 03:30,Crypto.com Arena,Los Angeles Lakers,Oklahoma City Thunder,130 - 133
822,16,09/02/2023 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Detroit Pistons,
823,16,09/02/2023 00:00,Capital One Arena,Washington Wizards,Charlotte Hornets,
824,16,09/02/2023 00:30,TD Garden,Boston Celtics,Philadelphia 76ers,
825,16,09/02/2023 00:30,Miami-Dade Arena,Miami Heat,Indiana Pacers,
826,16,09/02/2023 00:30,Scotiabank Arena,Toronto Raptors,San Antonio Spurs,
827,16,09/02/2023 01:00,Toyota Center,Houston Rockets,Sacramento Kings,
828,16,09/02/2023 02:00,Vivint Arena,Utah Jazz,Minnesota Timberwolves,
829,16,09/02/2023 03:00,Crypto.com Arena,LA Clippers,Dallas Mavericks,
830,16,09/02/2023 03:00,Moda Center,Portland Trail Blazers,Golden State Warriors,
831,17,10/02/2023 00:00,Amway Center,Orlando Magic,Denver Nuggets,
832,17,10/02/2023 00:30,State Farm Arena,Atlanta Hawks,Phoenix Suns,
833,17,10/02/2023 00:30,Barclays Center,Brooklyn Nets,Chicago Bulls,
834,17,10/02/2023 03:00,Crypto.com Arena,Los Angeles Lakers,Milwaukee Bucks,
835,17,11/02/2023 00:00,Little Caesars Arena,Detroit Pistons,San Antonio Spurs,
836,17,11/02/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Phoenix Suns,
837,17,11/02/2023 00:00,Wells Fargo Center,Philadelphia 76ers,New York Knicks,
838,17,11/02/2023 00:30,TD Garden,Boston Celtics,Charlotte Hornets,
839,17,11/02/2023 00:30,Scotiabank Arena,Toronto Raptors,Utah Jazz,
840,17,11/02/2023 01:00,Miami-Dade Arena,Miami Heat,Houston Rockets,
841,17,11/02/2023 01:00,FedExForum,Memphis Grizzlies,Minnesota Timberwolves,
842,17,11/02/2023 03:00,Smoothie King Center,New Orleans Pelicans,Cleveland Cavaliers,
843,17,11/02/2023 03:00,Moda Center,Portland Trail Blazers,Oklahoma City Thunder,
844,17,11/02/2023 03:00,Golden 1 Center,Sacramento Kings,Dallas Mavericks,
845,17,11/02/2023 03:30,Crypto.com Arena,LA Clippers,Milwaukee Bucks,
846,17,11/02/2023 23:00,Barclays Center,Brooklyn Nets,Philadelphia 76ers,
847,17,12/02/2023 00:00,Spectrum Center,Charlotte Hornets,Denver Nuggets,
848,17,12/02/2023 00:00,Amway Center,Orlando Magic,Miami Heat,
849,17,12/02/2023 00:00,Capital One Arena,Washington Wizards,Indiana Pacers,
850,17,12/02/2023 00:30,State Farm Arena,Atlanta Hawks,San Antonio Spurs,
851,17,12/02/2023 00:30,Madison Square Garden,New York Knicks,Utah Jazz,
852,17,12/02/2023 01:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Chicago Bulls,
853,17,12/02/2023 01:30,Chase Center,Golden State Warriors,Los Angeles Lakers,
854,17,12/02/2023 03:00,Golden 1 Center,Sacramento Kings,Dallas Mavericks,
855,17,12/02/2023 19:00,TD Garden,Boston Celtics,Memphis Grizzlies,
856,17,12/02/2023 20:00,Scotiabank Arena,Toronto Raptors,Detroit Pistons,
857,17,14/02/2023 00:00,Spectrum Center,Charlotte Hornets,Atlanta Hawks,
858,17,14/02/2023 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,San Antonio Spurs,
859,17,14/02/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Utah Jazz,
860,17,14/02/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Houston Rockets,
861,17,14/02/2023 00:30,Miami-Dade Arena,Miami Heat,Denver Nuggets,
862,17,14/02/2023 00:30,Madison Square Garden,New York Knicks,Brooklyn Nets,
863,17,14/02/2023 01:00,United Center,Chicago Bulls,Orlando Magic,
864,17,14/02/2023 01:00,Paycom Center,Oklahoma City Thunder,New Orleans Pelicans,
865,17,14/02/2023 01:30,American Airlines Center,Dallas Mavericks,Minnesota Timberwolves,
866,17,14/02/2023 03:00,Chase Center,Golden State Warriors,Washington Wizards,
867,17,14/02/2023 03:00,Moda Center,Portland Trail Blazers,Los Angeles Lakers,
868,17,15/02/2023 00:30,Scotiabank Arena,Toronto Raptors,Orlando Magic,
869,17,15/02/2023 00:30,Fiserv Forum,Milwaukee Bucks,Boston Celtics,
870,17,15/02/2023 02:00,Footprint Center,Phoenix Suns,Sacramento Kings,
871,17,15/02/2023 03:00,Crypto.com Arena,LA Clippers,Golden State Warriors,
872,17,15/02/2023 03:00,Moda Center,Portland Trail Blazers,Washington Wizards,
873,17,16/02/2023 00:00,Spectrum Center,Charlotte Hornets,San Antonio Spurs,
874,17,16/02/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Chicago Bulls,
875,17,16/02/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Cleveland Cavaliers,
876,17,16/02/2023 00:30,State Farm Arena,Atlanta Hawks,New York Knicks,
877,17,16/02/2023 00:30,TD Garden,Boston Celtics,Detroit Pistons,
878,17,16/02/2023 00:30,Barclays Center,Brooklyn Nets,Miami Heat,
879,17,16/02/2023 01:00,FedExForum,Memphis Grizzlies,Utah Jazz,
880,17,16/02/2023 01:00,Paycom Center,Oklahoma City Thunder,Houston Rockets,
881,17,16/02/2023 02:00,Ball Arena,Denver Nuggets,Dallas Mavericks,
882,17,16/02/2023 03:00,Crypto.com Arena,Los Angeles Lakers,New Orleans Pelicans,
883,17,17/02/2023 00:30,United Center,Chicago Bulls,Milwaukee Bucks,
884,17,17/02/2023 01:00,Target Center,Minnesota Timberwolves,Washington Wizards,
885,17,17/02/2023 03:00,Footprint Center,Phoenix Suns,LA Clippers,
886,18,24/02/2023 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Denver Nuggets,
887,18,24/02/2023 00:00,Gainbridge Fieldhouse,Indiana Pacers,Boston Celtics,
888,18,24/02/2023 00:00,Amway Center,Orlando Magic,Detroit Pistons,
889,18,24/02/2023 00:30,Wells Fargo Center,Philadelphia 76ers,Memphis Grizzlies,
890,18,24/02/2023 00:30,Scotiabank Arena,Toronto Raptors,New Orleans Pelicans,
891,18,24/02/2023 01:30,American Airlines Center,Dallas Mavericks,San Antonio Spurs,
892,18,24/02/2023 02:00,Vivint Arena,Utah Jazz,Oklahoma City Thunder,
893,18,24/02/2023 03:00,Crypto.com Arena,Los Angeles Lakers,Golden State Warriors,
894,18,24/02/2023 03:00,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,
895,18,25/02/2023 00:00,Capital One Arena,Washington Wizards,New York Knicks,
896,18,25/02/2023 00:30,State Farm Arena,Atlanta Hawks,Cleveland Cavaliers,
897,18,25/02/2023 00:30,Fiserv Forum,Milwaukee Bucks,Miami Heat,
898,18,25/02/2023 01:00,Target Center,Minnesota Timberwolves,Charlotte Hornets,
899,18,25/02/2023 02:00,Footprint Center,Phoenix Suns,Oklahoma City Thunder,
900,18,25/02/2023 03:00,United Center,Chicago Bulls,Brooklyn Nets,
901,18,25/02/2023 03:00,Chase Center,Golden State Warriors,Houston Rockets,
902,18,25/02/2023 03:30,Crypto.com Arena,LA Clippers,Sacramento Kings,
903,18,25/02/2023 17:00,Little Caesars Arena,Detroit Pistons,Toronto Raptors,
904,18,26/02/2023 00:00,Spectrum Center,Charlotte Hornets,Miami Heat,
905,18,26/02/2023 00:00,Amway Center,Orlando Magic,Indiana Pacers,
906,18,26/02/2023 00:30,Madison Square Garden,New York Knicks,New Orleans Pelicans,
907,18,26/02/2023 01:00,FedExForum,Memphis Grizzlies,Denver Nuggets,
908,18,26/02/2023 01:30,Wells Fargo Center,Philadelphia 76ers,Boston Celtics,
909,18,26/02/2023 02:00,Vivint Arena,Utah Jazz,San Antonio Spurs,
910,18,26/02/2023 18:00,Fiserv Forum,Milwaukee Bucks,Phoenix Suns,
911,18,26/02/2023 20:00,State Farm Arena,Atlanta Hawks,Brooklyn Nets,
912,18,26/02/2023 20:30,United Center,Chicago Bulls,Washington Wizards,
913,18,26/02/2023 20:30,American Airlines Center,Dallas Mavericks,Los Angeles Lakers,
914,18,26/02/2023 23:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Toronto Raptors,
915,18,27/02/2023 00:00,Paycom Center,Oklahoma City Thunder,Sacramento Kings,
916,18,27/02/2023 00:30,Chase Center,Golden State Warriors,Minnesota Timberwolves,
917,18,27/02/2023 02:00,Moda Center,Portland Trail Blazers,Houston Rockets,
918,18,27/02/2023 03:00,Ball Arena,Denver Nuggets,LA Clippers,
919,18,28/02/2023 00:00,Spectrum Center,Charlotte Hornets,Detroit Pistons,
920,18,28/02/2023 00:00,Wells Fargo Center,Philadelphia 76ers,Miami Heat,
921,18,28/02/2023 00:30,Madison Square Garden,New York Knicks,Boston Celtics,
922,18,28/02/2023 01:00,Smoothie King Center,New Orleans Pelicans,Orlando Magic,
923,18,01/03/2023 00:30,State Farm Arena,Atlanta Hawks,Washington Wizards,
924,18,01/03/2023 00:30,Barclays Center,Brooklyn Nets,Milwaukee Bucks,
925,18,01/03/2023 00:30,Scotiabank Arena,Toronto Raptors,Chicago Bulls,
926,18,01/03/2023 01:00,Toyota Center,Houston Rockets,Denver Nuggets,
927,18,01/03/2023 01:00,FedExForum,Memphis Grizzlies,Los Angeles Lakers,
928,18,01/03/2023 01:00,Paycom Center,Oklahoma City Thunder,Sacramento Kings,
929,18,01/03/2023 01:30,American Airlines Center,Dallas Mavericks,Indiana Pacers,
930,18,01/03/2023 02:00,Vivint Arena,Utah Jazz,San Antonio Spurs,
931,18,01/03/2023 03:00,Chase Center,Golden State Warriors,Portland Trail Blazers,
932,18,01/03/2023 03:00,Crypto.com Arena,LA Clippers,Minnesota Timberwolves,
933,18,02/03/2023 00:00,Spectrum Center,Charlotte Hornets,Phoenix Suns,
934,18,02/03/2023 00:00,Little Caesars Arena,Detroit Pistons,Chicago Bulls,
935,18,02/03/2023 00:30,TD Garden,Boston Celtics,Cleveland Cavaliers,
936,18,02/03/2023 00:30,Miami-Dade Arena,Miami Heat,Philadelphia 76ers,
937,18,02/03/2023 00:30,Madison Square Garden,New York Knicks,Brooklyn Nets,
938,18,02/03/2023 01:00,Toyota Center,Houston Rockets,Memphis Grizzlies,
939,18,02/03/2023 01:00,Fiserv Forum,Milwaukee Bucks,Orlando Magic,
940,18,02/03/2023 01:00,Paycom Center,Oklahoma City Thunder,Los Angeles Lakers,
941,18,02/03/2023 03:00,Moda Center,Portland Trail Blazers,New Orleans Pelicans,
942,19,03/03/2023 00:00,Capital One Arena,Washington Wizards,Toronto Raptors,
943,19,03/03/2023 00:30,American Airlines Center,Dallas Mavericks,Philadelphia 76ers,
944,19,03/03/2023 01:30,AT&T Center,San Antonio Spurs,Indiana Pacers,
945,19,03/03/2023 03:00,Chase Center,Golden State Warriors,LA Clippers,
946,19,04/03/2023 00:00,Spectrum Center,Charlotte Hornets,Orlando Magic,
947,19,04/03/2023 00:30,State Farm Arena,Atlanta Hawks,Portland Trail Blazers,
948,19,04/03/2023 00:30,TD Garden,Boston Celtics,Brooklyn Nets,
949,19,04/03/2023 01:00,Miami-Dade Arena,Miami Heat,New York Knicks,
950,19,04/03/2023 01:00,United Center,Chicago Bulls,Phoenix Suns,
951,19,04/03/2023 01:00,Paycom Center,Oklahoma City Thunder,Utah Jazz,
952,19,04/03/2023 03:00,Ball Arena,Denver Nuggets,Memphis Grizzlies,
953,19,04/03/2023 03:00,Chase Center,Golden State Warriors,New Orleans Pelicans,
954,19,04/03/2023 03:00,Golden 1 Center,Sacramento Kings,LA Clippers,
955,19,04/03/2023 03:30,Crypto.com Arena,Los Angeles Lakers,Minnesota Timberwolves,
956,19,04/03/2023 22:00,Capital One Arena,Washington Wizards,Toronto Raptors,
957,19,05/03/2023 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Detroit Pistons,
958,19,05/03/2023 01:00,Miami-Dade Arena,Miami Heat,Atlanta Hawks,
959,19,05/03/2023 01:00,AT&T Center,San Antonio Spurs,Houston Rockets,
960,19,05/03/2023 01:30,Fiserv Forum,Milwaukee Bucks,Philadelphia 76ers,
961,19,05/03/2023 03:00,Golden 1 Center,Sacramento Kings,Minnesota Timberwolves,
962,19,05/03/2023 18:00,American Airlines Center,Dallas Mavericks,Phoenix Suns,
963,19,05/03/2023 20:30,United Center,Chicago Bulls,Indiana Pacers,
964,19,05/03/2023 20:30,Crypto.com Arena,Los Angeles Lakers,Golden State Warriors,
965,19,05/03/2023 23:00,Barclays Center,Brooklyn Nets,Charlotte Hornets,
966,19,05/03/2023 23:00,Amway Center,Orlando Magic,Portland Trail Blazers,
967,19,06/03/2023 00:00,Toyota Center,Houston Rockets,San Antonio Spurs,
968,19,06/03/2023 00:00,Paycom Center,Oklahoma City Thunder,Utah Jazz,
969,19,06/03/2023 00:30,TD Garden,Boston Celtics,New York Knicks,
970,19,06/03/2023 03:00,Crypto.com Arena,LA Clippers,Memphis Grizzlies,
971,19,07/03/2023 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Boston Celtics,
